product_name,price_current,price_original,rating,ram,Rom,Display_size,Camera,selfie,battery,processor
"Infinix SMART 8 (Shiny Gold, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI 12 (Moonstone Silver, 128 GB",15999,,4.2,6 GB RAM,128 GB ROM,17.25 cm ,50MP + 8MP + 2MP,8MP Front Camera,5000 mAh Battery,Helio G88 Processor
"POCO C65 (Pastel Blue, 128 GB",7499,11999,4.2,6 GB RAM,128 GB ROM,17.12 cm ,50MP + AI Lens + 2MP,8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"Infinix HOT 40i (Horizon Gold, 256 GB",8999,10999,4.1,8 GB RAM,256 GB ROM,16.76 cm ,50MP + AI Lens,32MP Front Camera,5000 mAh Battery,Unisoc T606 Processor
"REDMI 13C (Starshine Green, 128 GB",8499,13999,4.2,6 GB RAM,128 GB ROM,17.12 cm ,50MP Rear Camera,8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"Motorola g64 5G (Mint Green, 256 GB",16999,19999,4.2,12 GB RAM,256 GB ROM,16.51 cm ,50MP (OIS) + 8MP,16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"vivo T3 5G (Crystal Flake, 128 GB",19999,22999,4.4,8 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7200 Processor
"REDMI 13 5G (Hawaiian Blue, 128 GB",13187,17999,4.2,6 GB RAM,128 GB ROM,17.25 cm ,108MP Rear Camera,,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"REDMI 13 5G (Orchid Pink, 128 GB",14968,19999,4.2,8 GB RAM,128 GB ROM,17.25 cm ,108MP Rear Camera,,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"realme P1 5G (Phoenix Red, 128 GB",16999,21999,4.3,8 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme P1 5G (Phoenix Red, 256 GB",18999,22999,4.3,8 GB RAM,256 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme P1 5G (Phoenix Red, 128 GB",15999,20999,4.3,6 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"Infinix SMART 8 (Shiny Gold, 128 GB",7999,10999,4.3,8 GB RAM,128 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"realme P1 5G (Peacock Green, 256 GB",18999,22999,4.3,8 GB RAM,256 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"Infinix SMART 8 (Rainbow Blue, 128 GB",7999,10999,4.3,8 GB RAM,128 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI 12 5G (Moonstone Silver, 128 GB",12499,17999,4.2,6 GB RAM,128 GB ROM,17.25 cm ,50MP + 2MP,8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor
"POCO C61 (Ethereal Blue, 64 GB",6499,8999,4.2,4 GB RAM,64 GB ROM,17.04 cm ,8MP Rear Camera,5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Apple iPhone 12 (Blue, 64 GB",37999,49900,4.6,64 GB ROM,,15.49 cm ,12MP + 12MP,12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"POCO C61 (Mystical Green, 64 GB",6499,8999,4.2,4 GB RAM,64 GB ROM,17.04 cm ,8MP Rear Camera,5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Motorola g04s (Sea Green, 64 GB",7299,9999,4.2,4 GB RAM,64 GB ROM,16.76 cm ,50MP Rear Camera,5MP Front Camera,5000 mAh Battery,T606 Processor
"Motorola g64 5G (Mint Green, 128 GB",14999,17999,4.2,8 GB RAM,128 GB ROM,16.51 cm ,50MP (OIS) + 8MP,16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"Infinix SMART 8 (Timber Black, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Galaxy White, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Rainbow Blue, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Shiny Gold, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI 12 (Moonstone Silver, 128 GB",15999,,4.2,6 GB RAM,128 GB ROM,17.25 cm ,50MP + 8MP + 2MP,8MP Front Camera,5000 mAh Battery,Helio G88 Processor
"POCO C65 (Pastel Blue, 128 GB",7499,11999,4.2,6 GB RAM,128 GB ROM,17.12 cm ,50MP + AI Lens + 2MP,8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"Infinix HOT 40i (Horizon Gold, 256 GB",8999,10999,4.1,8 GB RAM,256 GB ROM,16.76 cm ,50MP + AI Lens,32MP Front Camera,5000 mAh Battery,Unisoc T606 Processor
"REDMI 13C (Starshine Green, 128 GB",8499,13999,4.2,6 GB RAM,128 GB ROM,17.12 cm ,50MP Rear Camera,8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"Motorola g64 5G (Mint Green, 256 GB",16999,19999,4.2,12 GB RAM,256 GB ROM,16.51 cm ,50MP (OIS) + 8MP,16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"vivo T3 5G (Crystal Flake, 128 GB",19999,22999,4.4,8 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7200 Processor
"REDMI 13 5G (Hawaiian Blue, 128 GB",13187,17999,4.2,6 GB RAM,128 GB ROM,17.25 cm ,108MP Rear Camera,,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"REDMI 13 5G (Orchid Pink, 128 GB",14968,19999,4.2,8 GB RAM,128 GB ROM,17.25 cm ,108MP Rear Camera,,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"realme P1 5G (Phoenix Red, 128 GB",16999,21999,4.3,8 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme P1 5G (Phoenix Red, 256 GB",18999,22999,4.3,8 GB RAM,256 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme P1 5G (Phoenix Red, 128 GB",15999,20999,4.3,6 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"Infinix SMART 8 (Shiny Gold, 128 GB",7999,10999,4.3,8 GB RAM,128 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"realme P1 5G (Peacock Green, 256 GB",18999,22999,4.3,8 GB RAM,256 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"Infinix SMART 8 (Rainbow Blue, 128 GB",7999,10999,4.3,8 GB RAM,128 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI 12 5G (Moonstone Silver, 128 GB",12499,17999,4.2,6 GB RAM,128 GB ROM,17.25 cm ,50MP + 2MP,8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor
"POCO C61 (Ethereal Blue, 64 GB",6499,8999,4.2,4 GB RAM,64 GB ROM,17.04 cm ,8MP Rear Camera,5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Apple iPhone 12 (Blue, 64 GB",37999,49900,4.6,64 GB ROM,,15.49 cm ,12MP + 12MP,12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"POCO C61 (Mystical Green, 64 GB",6499,8999,4.2,4 GB RAM,64 GB ROM,17.04 cm ,8MP Rear Camera,5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Motorola g04s (Sea Green, 64 GB",7299,9999,4.2,4 GB RAM,64 GB ROM,16.76 cm ,50MP Rear Camera,5MP Front Camera,5000 mAh Battery,T606 Processor
"Motorola g64 5G (Mint Green, 128 GB",14999,17999,4.2,8 GB RAM,128 GB ROM,16.51 cm ,50MP (OIS) + 8MP,16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"Infinix SMART 8 (Timber Black, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Galaxy White, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Rainbow Blue, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Shiny Gold, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI 12 (Moonstone Silver, 128 GB",15999,,4.2,6 GB RAM,128 GB ROM,17.25 cm ,50MP + 8MP + 2MP,8MP Front Camera,5000 mAh Battery,Helio G88 Processor
"POCO C65 (Pastel Blue, 128 GB",7499,11999,4.2,6 GB RAM,128 GB ROM,17.12 cm ,50MP + AI Lens + 2MP,8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"Infinix HOT 40i (Horizon Gold, 256 GB",8999,10999,4.1,8 GB RAM,256 GB ROM,16.76 cm ,50MP + AI Lens,32MP Front Camera,5000 mAh Battery,Unisoc T606 Processor
"REDMI 13C (Starshine Green, 128 GB",8499,13999,4.2,6 GB RAM,128 GB ROM,17.12 cm ,50MP Rear Camera,8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"Motorola g64 5G (Mint Green, 256 GB",16999,19999,4.2,12 GB RAM,256 GB ROM,16.51 cm ,50MP (OIS) + 8MP,16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"vivo T3 5G (Crystal Flake, 128 GB",19999,22999,4.4,8 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7200 Processor
"REDMI 13 5G (Hawaiian Blue, 128 GB",13187,17999,4.2,6 GB RAM,128 GB ROM,17.25 cm ,108MP Rear Camera,,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"REDMI 13 5G (Orchid Pink, 128 GB",14968,19999,4.2,8 GB RAM,128 GB ROM,17.25 cm ,108MP Rear Camera,,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"realme P1 5G (Phoenix Red, 128 GB",16999,21999,4.3,8 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme P1 5G (Phoenix Red, 256 GB",18999,22999,4.3,8 GB RAM,256 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme P1 5G (Phoenix Red, 128 GB",15999,20999,4.3,6 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"Infinix SMART 8 (Shiny Gold, 128 GB",7999,10999,4.3,8 GB RAM,128 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"realme P1 5G (Peacock Green, 256 GB",18999,22999,4.3,8 GB RAM,256 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"Infinix SMART 8 (Rainbow Blue, 128 GB",7999,10999,4.3,8 GB RAM,128 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI 12 5G (Moonstone Silver, 128 GB",12499,17999,4.2,6 GB RAM,128 GB ROM,17.25 cm ,50MP + 2MP,8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor
"POCO C61 (Ethereal Blue, 64 GB",6499,8999,4.2,4 GB RAM,64 GB ROM,17.04 cm ,8MP Rear Camera,5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Apple iPhone 12 (Blue, 64 GB",37999,49900,4.6,64 GB ROM,,15.49 cm ,12MP + 12MP,12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"POCO C61 (Mystical Green, 64 GB",6499,8999,4.2,4 GB RAM,64 GB ROM,17.04 cm ,8MP Rear Camera,5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Motorola g04s (Sea Green, 64 GB",7299,9999,4.2,4 GB RAM,64 GB ROM,16.76 cm ,50MP Rear Camera,5MP Front Camera,5000 mAh Battery,T606 Processor
"Motorola g64 5G (Mint Green, 128 GB",14999,17999,4.2,8 GB RAM,128 GB ROM,16.51 cm ,50MP (OIS) + 8MP,16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"Infinix SMART 8 (Timber Black, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Galaxy White, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Rainbow Blue, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Shiny Gold, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI 12 (Moonstone Silver, 128 GB",15999,,4.2,6 GB RAM,128 GB ROM,17.25 cm ,50MP + 8MP + 2MP,8MP Front Camera,5000 mAh Battery,Helio G88 Processor
"POCO C65 (Pastel Blue, 128 GB",7499,11999,4.2,6 GB RAM,128 GB ROM,17.12 cm ,50MP + AI Lens + 2MP,8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"Infinix HOT 40i (Horizon Gold, 256 GB",8999,10999,4.1,8 GB RAM,256 GB ROM,16.76 cm ,50MP + AI Lens,32MP Front Camera,5000 mAh Battery,Unisoc T606 Processor
"REDMI 13C (Starshine Green, 128 GB",8499,13999,4.2,6 GB RAM,128 GB ROM,17.12 cm ,50MP Rear Camera,8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"Motorola g64 5G (Mint Green, 256 GB",16999,19999,4.2,12 GB RAM,256 GB ROM,16.51 cm ,50MP (OIS) + 8MP,16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"vivo T3 5G (Crystal Flake, 128 GB",19999,22999,4.4,8 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7200 Processor
"REDMI 13 5G (Hawaiian Blue, 128 GB",13187,17999,4.2,6 GB RAM,128 GB ROM,17.25 cm ,108MP Rear Camera,,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"REDMI 13 5G (Orchid Pink, 128 GB",14968,19999,4.2,8 GB RAM,128 GB ROM,17.25 cm ,108MP Rear Camera,,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"realme P1 5G (Phoenix Red, 128 GB",16999,21999,4.3,8 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme P1 5G (Phoenix Red, 256 GB",18999,22999,4.3,8 GB RAM,256 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme P1 5G (Phoenix Red, 128 GB",15999,20999,4.3,6 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"Infinix SMART 8 (Shiny Gold, 128 GB",7999,10999,4.3,8 GB RAM,128 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"realme P1 5G (Peacock Green, 256 GB",18999,22999,4.3,8 GB RAM,256 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"Infinix SMART 8 (Rainbow Blue, 128 GB",7999,10999,4.3,8 GB RAM,128 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI 12 5G (Moonstone Silver, 128 GB",12499,17999,4.2,6 GB RAM,128 GB ROM,17.25 cm ,50MP + 2MP,8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor
"POCO C61 (Ethereal Blue, 64 GB",6499,8999,4.2,4 GB RAM,64 GB ROM,17.04 cm ,8MP Rear Camera,5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Apple iPhone 12 (Blue, 64 GB",37999,49900,4.6,64 GB ROM,,15.49 cm ,12MP + 12MP,12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"POCO C61 (Mystical Green, 64 GB",6499,8999,4.2,4 GB RAM,64 GB ROM,17.04 cm ,8MP Rear Camera,5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Motorola g04s (Sea Green, 64 GB",7299,9999,4.2,4 GB RAM,64 GB ROM,16.76 cm ,50MP Rear Camera,5MP Front Camera,5000 mAh Battery,T606 Processor
"Motorola g64 5G (Mint Green, 128 GB",14999,17999,4.2,8 GB RAM,128 GB ROM,16.51 cm ,50MP (OIS) + 8MP,16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"Infinix SMART 8 (Timber Black, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Galaxy White, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Rainbow Blue, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Shiny Gold, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI 12 (Moonstone Silver, 128 GB",15999,,4.2,6 GB RAM,128 GB ROM,17.25 cm ,50MP + 8MP + 2MP,8MP Front Camera,5000 mAh Battery,Helio G88 Processor
"POCO C65 (Pastel Blue, 128 GB",7499,11999,4.2,6 GB RAM,128 GB ROM,17.12 cm ,50MP + AI Lens + 2MP,8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"Infinix HOT 40i (Horizon Gold, 256 GB",8999,10999,4.1,8 GB RAM,256 GB ROM,16.76 cm ,50MP + AI Lens,32MP Front Camera,5000 mAh Battery,Unisoc T606 Processor
"REDMI 13C (Starshine Green, 128 GB",8499,13999,4.2,6 GB RAM,128 GB ROM,17.12 cm ,50MP Rear Camera,8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"Motorola g64 5G (Mint Green, 256 GB",16999,19999,4.2,12 GB RAM,256 GB ROM,16.51 cm ,50MP (OIS) + 8MP,16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"vivo T3 5G (Crystal Flake, 128 GB",19999,22999,4.4,8 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7200 Processor
"REDMI 13 5G (Hawaiian Blue, 128 GB",13187,17999,4.2,6 GB RAM,128 GB ROM,17.25 cm ,108MP Rear Camera,,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"REDMI 13 5G (Orchid Pink, 128 GB",14968,19999,4.2,8 GB RAM,128 GB ROM,17.25 cm ,108MP Rear Camera,,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"realme P1 5G (Phoenix Red, 128 GB",16999,21999,4.3,8 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme P1 5G (Phoenix Red, 256 GB",18999,22999,4.3,8 GB RAM,256 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme P1 5G (Phoenix Red, 128 GB",15999,20999,4.3,6 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"Infinix SMART 8 (Shiny Gold, 128 GB",7999,10999,4.3,8 GB RAM,128 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"realme P1 5G (Peacock Green, 256 GB",18999,22999,4.3,8 GB RAM,256 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"Infinix SMART 8 (Rainbow Blue, 128 GB",7999,10999,4.3,8 GB RAM,128 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI 12 5G (Moonstone Silver, 128 GB",12499,17999,4.2,6 GB RAM,128 GB ROM,17.25 cm ,50MP + 2MP,8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor
"POCO C61 (Ethereal Blue, 64 GB",6499,8999,4.2,4 GB RAM,64 GB ROM,17.04 cm ,8MP Rear Camera,5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Apple iPhone 12 (Blue, 64 GB",37999,49900,4.6,64 GB ROM,,15.49 cm ,12MP + 12MP,12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"POCO C61 (Mystical Green, 64 GB",6499,8999,4.2,4 GB RAM,64 GB ROM,17.04 cm ,8MP Rear Camera,5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Motorola g04s (Sea Green, 64 GB",7299,9999,4.2,4 GB RAM,64 GB ROM,16.76 cm ,50MP Rear Camera,5MP Front Camera,5000 mAh Battery,T606 Processor
"Motorola g64 5G (Mint Green, 128 GB",14999,17999,4.2,8 GB RAM,128 GB ROM,16.51 cm ,50MP (OIS) + 8MP,16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"Infinix SMART 8 (Timber Black, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Galaxy White, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Rainbow Blue, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Infinix SMART 8 (Shiny Gold, 64 GB",7299,8999,4.3,4 GB RAM,64 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI 12 (Moonstone Silver, 128 GB",15999,,4.2,6 GB RAM,128 GB ROM,17.25 cm ,50MP + 8MP + 2MP,8MP Front Camera,5000 mAh Battery,Helio G88 Processor
"POCO C65 (Pastel Blue, 128 GB",7499,11999,4.2,6 GB RAM,128 GB ROM,17.12 cm ,50MP + AI Lens + 2MP,8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"Infinix HOT 40i (Horizon Gold, 256 GB",8999,10999,4.1,8 GB RAM,256 GB ROM,16.76 cm ,50MP + AI Lens,32MP Front Camera,5000 mAh Battery,Unisoc T606 Processor
"REDMI 13C (Starshine Green, 128 GB",8499,13999,4.2,6 GB RAM,128 GB ROM,17.12 cm ,50MP Rear Camera,8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"Motorola g64 5G (Mint Green, 256 GB",16999,19999,4.2,12 GB RAM,256 GB ROM,16.51 cm ,50MP (OIS) + 8MP,16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"vivo T3 5G (Crystal Flake, 128 GB",19999,22999,4.4,8 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7200 Processor
"REDMI 13 5G (Hawaiian Blue, 128 GB",13187,17999,4.2,6 GB RAM,128 GB ROM,17.25 cm ,108MP Rear Camera,,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"REDMI 13 5G (Orchid Pink, 128 GB",14968,19999,4.2,8 GB RAM,128 GB ROM,17.25 cm ,108MP Rear Camera,,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor
"realme P1 5G (Phoenix Red, 128 GB",16999,21999,4.3,8 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme P1 5G (Phoenix Red, 256 GB",18999,22999,4.3,8 GB RAM,256 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme P1 5G (Phoenix Red, 128 GB",15999,20999,4.3,6 GB RAM,128 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"Infinix SMART 8 (Shiny Gold, 128 GB",7999,10999,4.3,8 GB RAM,128 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"realme P1 5G (Peacock Green, 256 GB",18999,22999,4.3,8 GB RAM,256 GB ROM,16.94 cm ,50MP + 2MP,16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"Infinix SMART 8 (Rainbow Blue, 128 GB",7999,10999,4.3,8 GB RAM,128 GB ROM,16.76 cm ,50MP + AI Lens,8MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI 12 5G (Moonstone Silver, 128 GB",12499,17999,4.2,6 GB RAM,128 GB ROM,17.25 cm ,50MP + 2MP,8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor
"POCO C61 (Ethereal Blue, 64 GB",6499,8999,4.2,4 GB RAM,64 GB ROM,17.04 cm ,8MP Rear Camera,5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Apple iPhone 12 (Blue, 64 GB",37999,49900,4.6,64 GB ROM,,15.49 cm ,12MP + 12MP,12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
